Sr. No.,Year ,Location,Row,Range,Rep,UniqueID,HSF,Accn,OriginalAccn,Ecotype,Yield,Notes,Whole Harvest
2994,2022,Tifton,Row44,Rnge18,Rep2,B-5-9-2,Fam_149,FID_594,J065.B,Lowland,1272,,
2995,2022,Tifton,Row44,Rnge19,Rep2,B-5-9-3,Fam_149,FID_595,J065.B,Lowland,1600,,
2996,2022,Tifton,Row44,Rnge20,Rep2,B-5-9-4,Fam_149,FID_596,J065.B,Lowland,1224,,
2997,2022,Tifton,Row44,Rnge21,Rep2,B-5-10-1,Fam_150,FID_597,J463.A,Coastal,2512,,
2998,2022,Tifton,Row44,Rnge22,Rep2,B-5-10-2,Fam_150,FID_598,J463.A,Coastal,1319,,
2999,2022,Tifton,Row44,Rnge23,Rep2,B-5-10-3,Fam_150,FID_599,J463.A,Coastal,1697,,
3000,2022,Tifton,Row44,Rnge24,Rep2,B-5-10-4,Fam_150,FID_600,J463.A,Coastal,1945,,
3001,2022,Tifton,Row44,Rnge25,Rep2,B-6-1-1,Fam_151,FID_601,J222.A,Lowland,2040,,
3002,2022,Tifton,Row44,Rnge26,Rep2,B-6-1-2,Fam_151,FID_602,J222.A,Lowland,307,,
3003,2022,Tifton,Row44,Rnge27,Rep2,B-6-1-3,Fam_151,FID_603,J222.A,Lowland,1594,,
3004,2022,Tifton,Row44,Rnge28,Rep2,B-6-1-4,Fam_151,FID_604,J222.A,Lowland,1073,,
3005,2022,Tifton,Row44,Rnge29,Rep2,B-6-2-1,Fam_152,FID_605,J226.A,Lowland,1885,,
3006,2022,Tifton,Row44,Rnge30,Rep2,B-6-2-2,Fam_152,FID_606,J226.A,Lowland,1580,,
3007,2022,Tifton,Row44,Rnge31,Rep2,B-6-2-3,Fam_152,FID_607,J226.A,Lowland,2974,,
3008,2022,Tifton,Row44,Rnge32,Rep2,B-6-2-4,Fam_152,FID_608,J226.A,Lowland,1178,,
3009,2022,Tifton,Row45,Rnge1,Rep2,B-6-3-1,Fam_153,FID_609,J463.A,Coastal,1189,,
3010,2022,Tifton,Row45,Rnge2,Rep2,B-6-3-2,Fam_153,FID_610,J463.A,Coastal,1807,,
3011,2022,Tifton,Row45,Rnge3,Rep2,B-6-3-3,Fam_153,FID_611,J463.A,Coastal,1781,,
3012,2022,Tifton,Row45,Rnge4,Rep2,B-6-3-4,Fam_153,FID_612,J463.A,Coastal,2546,,
3013,2022,Tifton,Row45,Rnge5,Rep2,B-6-4-1,Fam_154,FID_613,J041.A,Lowland,1579,,
3014,2022,Tifton,Row45,Rnge6,Rep2,B-6-4-2,Fam_154,FID_614,J041.A,Lowland,1465,,
3015,2022,Tifton,Row45,Rnge7,Rep2,B-6-4-3,Fam_154,FID_615,J041.A,Lowland,1298,,
3016,2022,Tifton,Row45,Rnge8,Rep2,B-6-4-4,Fam_154,FID_616,J041.A,Lowland,1454,,
3017,2022,Tifton,Row45,Rnge9,Rep2,B-6-5-1,Fam_155,FID_617,J441.A,Lowland,180,,
3018,2022,Tifton,Row45,Rnge10,Rep2,B-6-5-2,Fam_155,FID_618,J441.A,Lowland,638,,
3019,2022,Tifton,Row45,Rnge11,Rep2,B-6-5-3,Fam_155,FID_619,J441.A,Lowland,1427,,
3020,2022,Tifton,Row45,Rnge12,Rep2,B-6-5-4,Fam_155,FID_620,J441.A,Lowland,2316,,
3021,2022,Tifton,Row45,Rnge13,Rep2,C-12-1-1,Fam_156,FID_621,J073.A,Lowland ,1770,,
3022,2022,Tifton,Row45,Rnge14,Rep2,C-12-1-2,Fam_156,FID_622,J073.A,Lowland ,3387,,
3023,2022,Tifton,Row45,Rnge15,Rep2,C-12-1-3,Fam_156,FID_623,J073.A,Lowland ,497,,
3024,2022,Tifton,Row45,Rnge16,Rep2,C-12-1-4,Fam_156,FID_624,J073.A,Lowland ,1022,,
3025,2022,Tifton,Row45,Rnge17,Rep2,B-6-7-1,Fam_157,FID_625,J456.A,Coastal,1476,,
3026,2022,Tifton,Row45,Rnge18,Rep2,B-6-7-2,Fam_157,FID_626,J456.A,Coastal,1462,,
3027,2022,Tifton,Row45,Rnge19,Rep2,B-6-7-3,Fam_157,FID_627,J456.A,Coastal,1619,,
3028,2022,Tifton,Row45,Rnge20,Rep2,B-6-7-4,Fam_157,FID_628,J456.A,Coastal,2715,,
3029,2022,Tifton,Row45,Rnge21,Rep2,B-6-8-1,Fam_158,FID_629,J330.A,Lowland,2011,,
3030,2022,Tifton,Row45,Rnge22,Rep2,B-6-8-2,Fam_158,FID_630,J330.A,Lowland,961,,
3031,2022,Tifton,Row45,Rnge23,Rep2,B-6-8-3,Fam_158,FID_631,J330.A,Lowland,2190,,
3032,2022,Tifton,Row45,Rnge24,Rep2,B-6-8-4,Fam_158,FID_632,J330.A,Lowland,1552,,
3033,2022,Tifton,Row45,Rnge25,Rep2,B-6-9-1,Fam_159,FID_633,J237.A,Lowland,1798,,
3034,2022,Tifton,Row45,Rnge26,Rep2,B-6-9-2,Fam_159,FID_634,J237.A,Lowland,1148,,
3035,2022,Tifton,Row45,Rnge27,Rep2,B-6-9-3,Fam_159,FID_635,J237.A,Lowland,1528,,
3036,2022,Tifton,Row45,Rnge28,Rep2,B-6-9-4,Fam_159,FID_636,J237.A,Lowland,2558,,
3037,2022,Tifton,Row45,Rnge29,Rep2,B-6-10-1,Fam_160,FID_637,J326.A,Coastal,1743,,
3038,2022,Tifton,Row45,Rnge30,Rep2,B-6-10-2,Fam_160,FID_638,J326.A,Coastal,1795,,
3039,2022,Tifton,Row45,Rnge31,Rep2,B-6-10-3,Fam_160,FID_639,J326.A,Coastal,1611,,
3040,2022,Tifton,Row45,Rnge32,Rep2,B-6-10-4,Fam_160,FID_640,J326.A,Coastal,2770,,
3041,2022,Tifton,Row46,Rnge1,Rep2,B-7-1-1,Fam_161,FID_641,J652.A,Lowland,1464,,
3042,2022,Tifton,Row46,Rnge2,Rep2,B-7-1-2,Fam_161,FID_642,J652.A,Lowland,717,,
3043,2022,Tifton,Row46,Rnge3,Rep2,B-7-1-3,Fam_161,FID_643,J652.A,Lowland,762,,
3044,2022,Tifton,Row46,Rnge4,Rep2,B-7-1-4,Fam_161,FID_644,J652.A,Lowland,2025,,
3045,2022,Tifton,Row46,Rnge5,Rep2,C-14-4-1,Fam_162,FID_645,497.C,Unknown,2269,,
3046,2022,Tifton,Row46,Rnge6,Rep2,C-14-4-2,Fam_162,FID_646,497.C,Unknown,2093,,
3047,2022,Tifton,Row46,Rnge7,Rep2,C-14-4-3,Fam_162,FID_647,497.C,Unknown,2708,,
3048,2022,Tifton,Row46,Rnge8,Rep2,C-14-4-4,Fam_162,FID_648,497.C,Unknown,1586,,
3049,2022,Tifton,Row46,Rnge9,Rep2,B-7-3-1,Fam_163,FID_649,J177.A,Lowland,1135,,
3050,2022,Tifton,Row46,Rnge10,Rep2,B-7-3-2,Fam_163,FID_650,J177.A,Lowland,792,,
3051,2022,Tifton,Row46,Rnge11,Rep2,B-7-3-3,Fam_163,FID_651,J177.A,Lowland,2306,,
3052,2022,Tifton,Row46,Rnge12,Rep2,B-7-3-4,Fam_163,FID_652,J177.A,Lowland,1032,,
3053,2022,Tifton,Row46,Rnge13,Rep2,B-7-4-1,Fam_164,FID_653,J319.A,Lowland,1886,,
3054,2022,Tifton,Row46,Rnge14,Rep2,B-7-4-2,Fam_164,FID_654,J319.A,Lowland,1862,,
3055,2022,Tifton,Row46,Rnge15,Rep2,B-7-4-3,Fam_164,FID_655,J319.A,Lowland,2359,,
3056,2022,Tifton,Row46,Rnge16,Rep2,B-7-4-4,Fam_164,FID_656,J319.A,Lowland,2331,,
3057,2022,Tifton,Row46,Rnge17,Rep2,B-7-5-1,Fam_165,FID_657,J312.A,Unknown,2642,,
3058,2022,Tifton,Row46,Rnge18,Rep2,B-7-5-2,Fam_165,FID_658,J312.A,Unknown,1572,,
3059,2022,Tifton,Row46,Rnge19,Rep2,B-7-5-3,Fam_165,FID_659,J312.A,Unknown,2847,,
3060,2022,Tifton,Row46,Rnge20,Rep2,B-7-5-4,Fam_165,FID_660,J312.A,Unknown,2728,,
3061,2022,Tifton,Row46,Rnge21,Rep2,B-7-6-1,Fam_166,FID_661,J065.B,Lowland,1016,,
3062,2022,Tifton,Row46,Rnge22,Rep2,B-7-6-2,Fam_166,FID_662,J065.B,Lowland,960,,
3063,2022,Tifton,Row46,Rnge23,Rep2,B-7-6-3,Fam_166,FID_663,J065.B,Lowland,1084,,
3064,2022,Tifton,Row46,Rnge24,Rep2,B-7-6-4,Fam_166,FID_664,J065.B,Lowland,1394,,
3065,2022,Tifton,Row46,Rnge25,Rep2,B-7-7-1,Fam_167,FID_665,J497.C,Unknown,1084,,
3066,2022,Tifton,Row46,Rnge26,Rep2,B-7-7-2,Fam_167,FID_666,J497.C,Unknown,1876,,
3067,2022,Tifton,Row46,Rnge27,Rep2,B-7-7-3,Fam_167,FID_667,J497.C,Unknown,1276,,
3068,2022,Tifton,Row46,Rnge28,Rep2,B-7-7-4,Fam_167,FID_668,J497.C,Unknown,,Dead,
3069,2022,Tifton,Row46,Rnge29,Rep2,B-7-8-1,Fam_168,FID_669,J177.A,Lowland,693,,
3070,2022,Tifton,Row46,Rnge30,Rep2,B-7-8-2,Fam_168,FID_670,J177.A,Lowland,536,,
3071,2022,Tifton,Row46,Rnge31,Rep2,B-7-8-3,Fam_168,FID_671,J177.A,Lowland,1035,,
3072,2022,Tifton,Row46,Rnge32,Rep2,B-7-8-4,Fam_168,FID_672,J177.A,Lowland,1367,,
3073,2022,Tifton,Row47,Rnge1,Rep2,B-7-9-1,Fam_169,FID_673,J441.A,Lowland,1747,,
3074,2022,Tifton,Row47,Rnge2,Rep2,B-7-9-2,Fam_169,FID_674,J441.A,Lowland,684,,
3075,2022,Tifton,Row47,Rnge3,Rep2,B-7-9-3,Fam_169,FID_675,J441.A,Lowland,717,,
3076,2022,Tifton,Row47,Rnge4,Rep2,B-7-9-4,Fam_169,FID_676,J441.A,Lowland,570,,
3077,2022,Tifton,Row47,Rnge5,Rep2,B-7-10-1,Fam_170,FID_677,J271.A,Lowland,631,,
3078,2022,Tifton,Row47,Rnge6,Rep2,B-7-10-2,Fam_170,FID_678,J271.A,Lowland,957,,
3079,2022,Tifton,Row47,Rnge7,Rep2,B-7-10-3,Fam_170,FID_679,J271.A,Lowland,966,,
3080,2022,Tifton,Row47,Rnge8,Rep2,B-7-10-4,Fam_170,FID_680,J271.A,Lowland,1615,,
3081,2022,Tifton,Row47,Rnge9,Rep2,B-8-1-1,Fam_171,FID_681,J497.C,Unknown,1179,,
3082,2022,Tifton,Row47,Rnge10,Rep2,B-8-1-2,Fam_171,FID_682,J497.C,Unknown,3343,,
3083,2022,Tifton,Row47,Rnge11,Rep2,B-8-1-3,Fam_171,FID_683,J497.C,Unknown,1212,,
3084,2022,Tifton,Row47,Rnge12,Rep2,B-8-1-4,Fam_171,FID_684,J497.C,Unknown,2211,,
3085,2022,Tifton,Row47,Rnge13,Rep2,B-8-2-1,Fam_172,FID_685,J065.B,Lowland,1043,,
3086,2022,Tifton,Row47,Rnge14,Rep2,B-8-2-2,Fam_172,FID_686,J065.B,Lowland,1126,,
3087,2022,Tifton,Row47,Rnge15,Rep2,B-8-2-3,Fam_172,FID_687,J065.B,Lowland,1585,,
3088,2022,Tifton,Row47,Rnge16,Rep2,B-8-2-4,Fam_172,FID_688,J065.B,Lowland,863,,
3089,2022,Tifton,Row47,Rnge17,Rep2,B-8-3-1,Fam_173,FID_689,J330.A,Lowland,1790,,
3090,2022,Tifton,Row47,Rnge18,Rep2,B-8-3-2,Fam_173,FID_690,J330.A,Lowland,1861,,
3091,2022,Tifton,Row47,Rnge19,Rep2,B-8-3-3,Fam_173,FID_691,J330.A,Lowland,2696,,
3092,2022,Tifton,Row47,Rnge20,Rep2,B-8-3-4,Fam_173,FID_692,J330.A,Lowland,2188,,
3093,2022,Tifton,Row47,Rnge21,Rep2,C-18-5-1,Fam_174,FID_693,497.C,Unknown,2050,,
3094,2022,Tifton,Row47,Rnge22,Rep2,C-18-5-2,Fam_174,FID_694,497.C,Unknown,1495,,
3095,2022,Tifton,Row47,Rnge23,Rep2,C-18-5-3,Fam_174,FID_695,497.C,Unknown,1150,,
3096,2022,Tifton,Row47,Rnge24,Rep2,C-18-5-4,Fam_174,FID_696,497.C,Unknown,2586,,
3097,2022,Tifton,Row47,Rnge25,Rep2,B-8-5-1,Fam_175,FID_697,J008.D,Lowland,1541,,
3098,2022,Tifton,Row47,Rnge26,Rep2,B-8-5-2,Fam_175,FID_698,J008.D,Lowland,267,,
3099,2022,Tifton,Row47,Rnge27,Rep2,B-8-5-3,Fam_175,FID_699,J008.D,Lowland,1932,,
3100,2022,Tifton,Row47,Rnge28,Rep2,B-8-5-4,Fam_175,FID_700,J008.D,Lowland,701,,
3101,2022,Tifton,Row47,Rnge29,Rep2,B-8-6-1,Fam_176,FID_701,J321.A,Lowland,1474,,
3102,2022,Tifton,Row47,Rnge30,Rep2,B-8-6-2,Fam_176,FID_702,J321.A,Lowland,1791,,
3103,2022,Tifton,Row47,Rnge31,Rep2,B-8-6-3,Fam_176,FID_703,J321.A,Lowland,894,,
3104,2022,Tifton,Row47,Rnge32,Rep2,B-8-6-4,Fam_176,FID_704,J321.A,Lowland,1578,,
3105,2022,Tifton,Row48,Rnge1,Rep2,B-8-7-1,Fam_177,FID_705,J463.A,Coastal,1465,,
3106,2022,Tifton,Row48,Rnge2,Rep2,B-8-7-2,Fam_177,FID_706,J463.A,Coastal,1089,,
3107,2022,Tifton,Row48,Rnge3,Rep2,B-8-7-3,Fam_177,FID_707,J463.A,Coastal,1821,,
3108,2022,Tifton,Row48,Rnge4,Rep2,B-8-7-4,Fam_177,FID_708,J463.A,Coastal,1728,,
3109,2022,Tifton,Row48,Rnge5,Rep2,B-8-8-1,Fam_178,FID_709,J041.A,Lowland,1453,,
3110,2022,Tifton,Row48,Rnge6,Rep2,B-8-8-2,Fam_178,FID_710,J041.A,Lowland,396,,
3111,2022,Tifton,Row48,Rnge7,Rep2,B-8-8-3,Fam_178,FID_711,J041.A,Lowland,1601,,
3112,2022,Tifton,Row48,Rnge8,Rep2,B-8-8-4,Fam_178,FID_712,J041.A,Lowland,1467,,
3113,2022,Tifton,Row48,Rnge9,Rep2,B-8-9-1,Fam_179,FID_713,J288.B,Unknown,2158,,
3114,2022,Tifton,Row48,Rnge10,Rep2,B-8-9-2,Fam_179,FID_714,J288.B,Unknown,685,,
3115,2022,Tifton,Row48,Rnge11,Rep2,B-8-9-3,Fam_179,FID_715,J288.B,Unknown,961,,
3116,2022,Tifton,Row48,Rnge12,Rep2,B-8-9-4,Fam_179,FID_716,J288.B,Unknown,672,,
3117,2022,Tifton,Row48,Rnge13,Rep2,B-8-10-1,Fam_180,FID_717,J019.A,Coastal,2413,,
3118,2022,Tifton,Row48,Rnge14,Rep2,B-8-10-2,Fam_180,FID_718,J019.A,Coastal,1578,,
3119,2022,Tifton,Row48,Rnge15,Rep2,B-8-10-3,Fam_180,FID_719,J019.A,Coastal,1294,,
3120,2022,Tifton,Row48,Rnge16,Rep2,B-8-10-4,Fam_180,FID_720,J019.A,Coastal,1631,,
3121,2022,Tifton,Row48,Rnge17,Rep2,B-9-1-1,Fam_181,FID_721,J271.A,Lowland,2131,,
3122,2022,Tifton,Row48,Rnge18,Rep2,B-9-1-2,Fam_181,FID_722,J271.A,Lowland,1120,,
3123,2022,Tifton,Row48,Rnge19,Rep2,B-9-1-3,Fam_181,FID_723,J271.A,Lowland,1628,,
3124,2022,Tifton,Row48,Rnge20,Rep2,B-9-1-4,Fam_181,FID_724,J271.A,Lowland,2307,,
3125,2022,Tifton,Row48,Rnge21,Rep2,B-9-2-1,Fam_182,FID_725,J326.A,Coastal,189,,
3126,2022,Tifton,Row48,Rnge22,Rep2,B-9-2-2,Fam_182,FID_726,J326.A,Coastal,662,,
3127,2022,Tifton,Row48,Rnge23,Rep2,B-9-2-3,Fam_182,FID_727,J326.A,Coastal,1233,,
3128,2022,Tifton,Row48,Rnge24,Rep2,B-9-2-4,Fam_182,FID_728,J326.A,Coastal,974,,
3129,2022,Tifton,Row48,Rnge25,Rep2,B-9-3-1,Fam_183,FID_729,J019.A,Coastal,1138,,
3130,2022,Tifton,Row48,Rnge26,Rep2,B-9-3-2,Fam_183,FID_730,J019.A,Coastal,2208,,
3131,2022,Tifton,Row48,Rnge27,Rep2,B-9-3-3,Fam_183,FID_731,J019.A,Coastal,1258,,
3132,2022,Tifton,Row48,Rnge28,Rep2,B-9-3-4,Fam_183,FID_732,J019.A,Coastal,1928,,
3133,2022,Tifton,Row48,Rnge29,Rep2,B-9-4-1,Fam_184,FID_733,J005.A,Lowland,778,,
3134,2022,Tifton,Row48,Rnge30,Rep2,B-9-4-2,Fam_184,FID_734,J005.A,Lowland,419,,
3135,2022,Tifton,Row48,Rnge31,Rep2,B-9-4-3,Fam_184,FID_735,J005.A,Lowland,685,,
3136,2022,Tifton,Row48,Rnge32,Rep2,B-9-4-4,Fam_184,FID_736,J005.A,Lowland,1519,,
3137,2022,Tifton,Row49,Rnge1,Rep2,B-9-5-1,Fam_185,FID_737,J288.B,Unknown,636,,
3138,2022,Tifton,Row49,Rnge2,Rep2,B-9-5-2,Fam_185,FID_738,J288.B,Unknown,446,,
3139,2022,Tifton,Row49,Rnge3,Rep2,B-9-5-3,Fam_185,FID_739,J288.B,Unknown,294,,
3140,2022,Tifton,Row49,Rnge4,Rep2,B-9-5-4,Fam_185,FID_740,J288.B,Unknown,74,,
3141,2022,Tifton,Row49,Rnge5,Rep2,B-9-6-1,Fam_186,FID_741,J218.A,Lowland,1495,,
3142,2022,Tifton,Row49,Rnge6,Rep2,B-9-6-2,Fam_186,FID_742,J218.A,Lowland,1731,,
3143,2022,Tifton,Row49,Rnge7,Rep2,B-9-6-3,Fam_186,FID_743,J218.A,Lowland,1086,,
3144,2022,Tifton,Row49,Rnge8,Rep2,B-9-6-4,Fam_186,FID_744,J218.A,Lowland,973,,
3145,2022,Tifton,Row49,Rnge9,Rep2,B-9-7-1,Fam_187,FID_745,J226.A,Lowland,1966,,
3146,2022,Tifton,Row49,Rnge10,Rep2,B-9-7-2,Fam_187,FID_746,J226.A,Lowland,1018,,
3147,2022,Tifton,Row49,Rnge11,Rep2,B-9-7-3,Fam_187,FID_747,J226.A,Lowland,1875,,
3148,2022,Tifton,Row49,Rnge12,Rep2,B-9-7-4,Fam_187,FID_748,J226.A,Lowland,874,,
3149,2022,Tifton,Row49,Rnge13,Rep2,B-9-8-1,Fam_188,FID_749,J652.A,Lowland,66,,
3150,2022,Tifton,Row49,Rnge14,Rep2,B-9-8-2,Fam_188,FID_750,J652.A,Lowland,1863,,
3151,2022,Tifton,Row49,Rnge15,Rep2,B-9-8-3,Fam_188,FID_751,J652.A,Lowland,517,,
3152,2022,Tifton,Row49,Rnge16,Rep2,B-9-8-4,Fam_188,FID_752,J652.A,Lowland,1518,,
3153,2022,Tifton,Row49,Rnge17,Rep2,B-9-9-1,Fam_189,FID_753,J008.D,Lowland,1032,,
3154,2022,Tifton,Row49,Rnge18,Rep2,B-9-9-2,Fam_189,FID_754,J008.D,Lowland,448,,
3155,2022,Tifton,Row49,Rnge19,Rep2,B-9-9-3,Fam_189,FID_755,J008.D,Lowland,878,,
3156,2022,Tifton,Row49,Rnge20,Rep2,B-9-9-4,Fam_189,FID_756,J008.D,Lowland,1995,,
3157,2022,Tifton,Row49,Rnge21,Rep2,B-9-10-1,Fam_190,FID_757,J235.A,Lowland,1151,,
3158,2022,Tifton,Row49,Rnge22,Rep2,B-9-10-2,Fam_190,FID_758,J235.A,Lowland,765,,
3159,2022,Tifton,Row49,Rnge23,Rep2,B-9-10-3,Fam_190,FID_759,J235.A,Lowland,1144,,
3160,2022,Tifton,Row49,Rnge24,Rep2,B-9-10-4,Fam_190,FID_760,J235.A,Lowland,1000,,
3161,2022,Tifton,Row49,Rnge25,Rep2,B-10-1-1,Fam_191,FID_761,J456.A,Coastal,1535,,
3162,2022,Tifton,Row49,Rnge26,Rep2,B-10-1-2,Fam_191,FID_762,J456.A,Coastal,2088,,
3163,2022,Tifton,Row49,Rnge27,Rep2,B-10-1-3,Fam_191,FID_763,J456.A,Coastal,1950,,
3164,2022,Tifton,Row49,Rnge28,Rep2,B-10-1-4,Fam_191,FID_764,J456.A,Coastal,1709,,
3165,2022,Tifton,Row49,Rnge29,Rep2,B-10-2-1,Fam_192,FID_765,J321.A,Lowland,1503,,
3166,2022,Tifton,Row49,Rnge30,Rep2,B-10-2-2,Fam_192,FID_766,J321.A,Lowland,1387,,
3167,2022,Tifton,Row49,Rnge31,Rep2,B-10-2-3,Fam_192,FID_767,J321.A,Lowland,2930,,
3168,2022,Tifton,Row49,Rnge32,Rep2,B-10-2-4,Fam_192,FID_768,J321.A,Lowland,2800,,
3169,2022,Tifton,Row50,Rnge1,Rep2,B-10-3-1,Fam_193,FID_769,J237.A,Lowland,2446,,
3170,2022,Tifton,Row50,Rnge2,Rep2,B-10-3-2,Fam_193,FID_770,J237.A,Lowland,2832,,
3171,2022,Tifton,Row50,Rnge3,Rep2,B-10-3-3,Fam_193,FID_771,J237.A,Lowland,2065,,
3172,2022,Tifton,Row50,Rnge4,Rep2,B-10-3-4,Fam_193,FID_772,J237.A,Lowland,2003,,
3173,2022,Tifton,Row50,Rnge5,Rep2,C-25-5-1,Fam_194,FID_773,J004.B,Lowland,2627,,
3174,2022,Tifton,Row50,Rnge6,Rep2,C-25-5-2,Fam_194,FID_774,J004.B,Lowland,1036,,
3175,2022,Tifton,Row50,Rnge7,Rep2,C-25-5-3,Fam_194,FID_775,J004.B,Lowland,1438,,
3176,2022,Tifton,Row50,Rnge8,Rep2,C-25-5-4,Fam_194,FID_776,J004.B,Lowland,1173,,
3177,2022,Tifton,Row50,Rnge9,Rep2,B-10-5-1,Fam_195,FID_777,J235.A,Lowland,1239,,
3178,2022,Tifton,Row50,Rnge10,Rep2,B-10-5-2,Fam_195,FID_778,J235.A,Lowland,207,,
3179,2022,Tifton,Row50,Rnge11,Rep2,B-10-5-3,Fam_195,FID_779,J235.A,Lowland,658,,
3180,2022,Tifton,Row50,Rnge12,Rep2,B-10-5-4,Fam_195,FID_780,J235.A,Lowland,497,,
3181,2022,Tifton,Row50,Rnge13,Rep2,B-10-6-1,Fam_196,FID_781,J312.A,Unknown,3293,,
3182,2022,Tifton,Row50,Rnge14,Rep2,B-10-6-2,Fam_196,FID_782,J312.A,Unknown,3050,,
3183,2022,Tifton,Row50,Rnge15,Rep2,B-10-6-3,Fam_196,FID_783,J312.A,Unknown,291,,
3184,2022,Tifton,Row50,Rnge16,Rep2,B-10-6-4,Fam_196,FID_784,J312.A,Unknown,3728,,
3185,2022,Tifton,Row50,Rnge17,Rep2,B-10-7-1,Fam_197,FID_785,J319.A,Lowland,1898,,
3186,2022,Tifton,Row50,Rnge18,Rep2,B-10-7-2,Fam_197,FID_786,J319.A,Lowland,2499,,
3187,2022,Tifton,Row50,Rnge19,Rep2,B-10-7-3,Fam_197,FID_787,J319.A,Lowland,835,,
3188,2022,Tifton,Row50,Rnge20,Rep2,B-10-7-4,Fam_197,FID_788,J319.A,Lowland,1065,,
3189,2022,Tifton,Row50,Rnge21,Rep2,B-10-8-1,Fam_198,FID_789,J005.A,Lowland,1262,,
3190,2022,Tifton,Row50,Rnge22,Rep2,B-10-8-2,Fam_198,FID_790,J005.A,Lowland,561,,
3191,2022,Tifton,Row50,Rnge23,Rep2,B-10-8-3,Fam_198,FID_791,J005.A,Lowland,775,,
3192,2022,Tifton,Row50,Rnge24,Rep2,B-10-8-4,Fam_198,FID_792,J005.A,Lowland,264,,
3193,2022,Tifton,Row50,Rnge25,Rep2,B-10-9-1,Fam_199,FID_793,J280.A,Lowland,1092,,
3194,2022,Tifton,Row50,Rnge26,Rep2,B-10-9-2,Fam_199,FID_794,J280.A,Lowland,1262,,
3195,2022,Tifton,Row50,Rnge27,Rep2,B-10-9-3,Fam_199,FID_795,J280.A,Lowland,521,,
3196,2022,Tifton,Row50,Rnge28,Rep2,B-10-9-4,Fam_199,FID_796,J280.A,Lowland,2465,,
3197,2022,Tifton,Row50,Rnge29,Rep2,B-10-10-1,Fam_200,FID_797,J222.A,Lowland,912,,
3198,2022,Tifton,Row50,Rnge30,Rep2,B-10-10-2,Fam_200,FID_798,J222.A,Lowland,781,,
3199,2022,Tifton,Row50,Rnge31,Rep2,B-10-10-3,Fam_200,FID_799,J222.A,Lowland,1074,,
3200,2022,Tifton,Row50,Rnge32,Rep2,B-10-10-4,Fam_200,FID_800,J222.A,Lowland,2804,,
1,2023,Athens,Row1,Range1,Rep1,A-1-1-1,Fam_1,FID_1,TCL-7,Unknown,1469,,
2,2023,Athens,Row1,Range2,Rep1,A-1-1-2,Fam_1,FID_2,TCL-7,Unknown,1303,,
3,2023,Athens,Row1,Range3,Rep1,A-1-1-3,Fam_1,FID_3,TCL-7,Unknown,2539,,
4,2023,Athens,Row1,Range4,Rep1,A-1-1-4,Fam_1,FID_4,TCL-7,Unknown,1972,,
5,2023,Athens,Row1,Range5,Rep1,A-1-2-1,Fam_2,FID_5,J249.C,Lowland,3961,,
6,2023,Athens,Row1,Range6,Rep1,A-1-2-2,Fam_2,FID_6,J249.C,Lowland,2360,,
7,2023,Athens,Row1,Range7,Rep1,A-1-2-3,Fam_2,FID_7,J249.C,Lowland,2183,,
8,2023,Athens,Row1,Range8,Rep1,A-1-2-4,Fam_2,FID_8,J249.C,Lowland,2452,,
9,2023,Athens,Row1,Range9,Rep1,A-1-3-1,Fam_3,FID_9,J247.A,Lowland,6021,,
10,2023,Athens,Row1,Range10,Rep1,A-1-3-2,Fam_3,FID_10,J247.A,Lowland,1508,,
11,2023,Athens,Row1,Range11,Rep1,A-1-3-3,Fam_3,FID_11,J247.A,Lowland,4247,,
12,2023,Athens,Row1,Range12,Rep1,A-1-3-4,Fam_3,FID_12,J247.A,Lowland,3902,,
13,2023,Athens,Row1,Range13,Rep1,A-1-4-1,Fam_4,FID_13,J496.C,Lowland,2230,,
14,2023,Athens,Row1,Range14,Rep1,A-1-4-2,Fam_4,FID_14,J496.C,Lowland,1822,,
15,2023,Athens,Row1,Range15,Rep1,A-1-4-3,Fam_4,FID_15,J496.C,Lowland,3789,,
16,2023,Athens,Row1,Range16,Rep1,A-1-4-4,Fam_4,FID_16,J496.C,Lowland,6726,,
17,2023,Athens,Row1,Range17,Rep1,A-1-5-1,Fam_5,FID_17,J320.A,Lowland,4283,,
18,2023,Athens,Row1,Range18,Rep1,A-1-5-2,Fam_5,FID_18,J320.A,Lowland,2979,,
19,2023,Athens,Row1,Range19,Rep1,A-1-5-3,Fam_5,FID_19,J320.A,Lowland,2307,,
20,2023,Athens,Row1,Range20,Rep1,A-1-5-4,Fam_5,FID_20,J320.A,Lowland,3708,,
21,2023,Athens,Row1,Range21,Rep1,A-1-6-1,Fam_6,FID_21,J594.A,Lowland,2596,,
22,2023,Athens,Row1,Range22,Rep1,A-1-6-2,Fam_6,FID_22,J594.A,Lowland,4421,,
23,2023,Athens,Row1,Range23,Rep1,A-1-6-3,Fam_6,FID_23,J594.A,Lowland,697,,
24,2023,Athens,Row1,Range24,Rep1,A-1-6-4,Fam_6,FID_24,J594.A,Lowland,3148,,
25,2023,Athens,Row1,Range25,Rep1,A-1-7-1,Fam_7,FID_25,J484.A,Lowland,3630,,
26,2023,Athens,Row1,Range26,Rep1,A-1-7-2,Fam_7,FID_26,J484.A,Lowland,3480,,
27,2023,Athens,Row1,Range27,Rep1,A-1-7-3,Fam_7,FID_27,J484.A,Lowland,1616,,
